date,input,output,threshold,selected,selected_raw,rejected_sample
2021-11-30,114,70,809197.0,"['518880', '501018', '161226', '159985', '159980', '513100', '513520', '513500', '513030', '513090', '513180', '513330', '159892', '510900', '511380', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '510760', '515880', '159981', '512880', '512480', '159870', '512400', '159755', '159992', '159995', '512890', '515220', '159819', '512800', '512690', '515050', '512170', '159869', '512070', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '515030', '159766', '159852', '159865', '512980', '159851', '512200', '159732', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '515170', '516520', '513360', '516190']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513100.SH,513520.SH,513500.SH,513030.SH,513090.SH,513180.SH,513330.SH,159892.SZ,510900.SH,511380.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,510760.SH,515880.SH,159981.SZ,512880.SH,512480.SH,159870.SZ,512400.SH,159755.SZ,159992.SZ,159995.SZ,512890.SH,515220.SH,159819.SZ,512800.SH,512690.SH,515050.SH,512170.SH,159869.SZ,512070.SH,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,515030.SH,159766.SZ,159852.SZ,159865.SZ,512980.SH,159851.SZ,512200.SH,159732.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,515170.SH,516520.SH,513360.SH,516190.SH",513310.SH:NA|159518.SZ:NA|159509.SZ:NA|159502.SZ:NA|513400.SH:NA|513290.SH:NA|520830.SH:NA|159529.SZ:NA|513120.SH:NA|513750.SH:NA|513190.SH:NA|159605.SZ:NA|513630.SH:NA|159323.SZ:NA|513920.SH:NA|513970.SH:NA|512050.SH:NA|588220.SH:NA|563300.SH:NA|588200.SH:NA
2021-12-01,114,70,864737.0,"['518880', '501018', '161226', '159985', '159980', '513100', '513520', '513500', '513030', '513090', '513180', '513330', '159892', '510900', '511380', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '510760', '515880', '159981', '512880', '512480', '159870', '512400', '159755', '159992', '159995', '512890', '515220', '159819', '512800', '512690', '515050', '512170', '159869', '512070', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '515030', '159766', '159852', '159865', '512980', '159851', '512200', '159732', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '515170', '516520', '513360', '516190']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513100.SH,513520.SH,513500.SH,513030.SH,513090.SH,513180.SH,513330.SH,159892.SZ,510900.SH,511380.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,510760.SH,515880.SH,159981.SZ,512880.SH,512480.SH,159870.SZ,512400.SH,159755.SZ,159992.SZ,159995.SZ,512890.SH,515220.SH,159819.SZ,512800.SH,512690.SH,515050.SH,512170.SH,159869.SZ,512070.SH,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,515030.SH,159766.SZ,159852.SZ,159865.SZ,512980.SH,159851.SZ,512200.SH,159732.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,515170.SH,516520.SH,513360.SH,516190.SH",513310.SH:NA|159518.SZ:NA|159509.SZ:NA|159502.SZ:NA|513400.SH:NA|513290.SH:NA|520830.SH:NA|159529.SZ:NA|513120.SH:NA|513750.SH:NA|513190.SH:NA|159605.SZ:NA|513630.SH:NA|159323.SZ:NA|513920.SH:NA|513970.SH:NA|512050.SH:NA|588220.SH:NA|563300.SH:NA|588200.SH:NA
2021-12-09,114,70,1022844.0,"['518880', '501018', '161226', '159985', '159980', '513100', '513520', '513500', '513030', '513090', '513180', '513330', '159892', '159605', '510900', '511380', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '510760', '515880', '159981', '512880', '512480', '159870', '512400', '159755', '159992', '159995', '512890', '515220', '159819', '512800', '512690', '515050', '512170', '159869', '512070', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '515030', '159766', '159852', '159865', '512980', '159851', '512200', '159732', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '515170', '516520', '513360']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513100.SH,513520.SH,513500.SH,513030.SH,513090.SH,513180.SH,513330.SH,159892.SZ,159605.SZ,510900.SH,511380.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,510760.SH,515880.SH,159981.SZ,512880.SH,512480.SH,159870.SZ,512400.SH,159755.SZ,159992.SZ,159995.SZ,512890.SH,515220.SH,159819.SZ,512800.SH,512690.SH,515050.SH,512170.SH,159869.SZ,512070.SH,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,515030.SH,159766.SZ,159852.SZ,159865.SZ,512980.SH,159851.SZ,512200.SH,159732.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,515170.SH,516520.SH,513360.SH",513310.SH:NA|159518.SZ:NA|159509.SZ:NA|159502.SZ:NA|513400.SH:NA|513290.SH:NA|520830.SH:NA|159529.SZ:NA|513120.SH:NA|513750.SH:NA|513190.SH:NA|513630.SH:NA|159323.SZ:NA|513920.SH:NA|513970.SH:NA|512050.SH:NA|588220.SH:NA|563300.SH:NA|588200.SH:NA|513350.SH:NA
2021-12-10,114,70,1023755.0,"['518880', '501018', '161226', '159985', '159980', '513100', '513520', '513500', '513030', '513090', '513180', '513330', '159892', '159605', '510900', '511380', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '510760', '515880', '159981', '512880', '512480', '159870', '512400', '159755', '159992', '159995', '512890', '515220', '159819', '512800', '512690', '515050', '512170', '159869', '512070', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '515030', '159766', '159852', '159865', '512980', '159851', '512200', '159732', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '515170', '516520', '513360']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513100.SH,513520.SH,513500.SH,513030.SH,513090.SH,513180.SH,513330.SH,159892.SZ,159605.SZ,510900.SH,511380.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,510760.SH,515880.SH,159981.SZ,512880.SH,512480.SH,159870.SZ,512400.SH,159755.SZ,159992.SZ,159995.SZ,512890.SH,515220.SH,159819.SZ,512800.SH,512690.SH,515050.SH,512170.SH,159869.SZ,512070.SH,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,515030.SH,159766.SZ,159852.SZ,159865.SZ,512980.SH,159851.SZ,512200.SH,159732.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,515170.SH,516520.SH,513360.SH",513310.SH:NA|159518.SZ:NA|159509.SZ:NA|159502.SZ:NA|513400.SH:NA|513290.SH:NA|520830.SH:NA|159529.SZ:NA|513120.SH:NA|513750.SH:NA|513190.SH:NA|513630.SH:NA|159323.SZ:NA|513920.SH:NA|513970.SH:NA|512050.SH:NA|588220.SH:NA|563300.SH:NA|588200.SH:NA|513350.SH:NA
2022-03-29,17,9,1114805.0,"['518880', '501018', '161226', '159985', '159980', '513100', '513520', '513500', '513030']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513100.SH,513520.SH,513500.SH,513030.SH",513310.SH:NA|159518.SZ:NA|159509.SZ:NA|159502.SZ:NA|513400.SH:NA|513290.SH:NA|520830.SH:NA|159529.SZ:NA
2024-11-25,17,17,3487717.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ",
2025-07-22,114,109,4185960.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529', '513090', '513120', '513180', '513330', '513750', '159892', '513190', '159605', '513630', '159323', '510900', '513920', '513970', '511380', '512050', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '588220', '563300', '510760', '588200', '515880', '159981', '512880', '513350', '159326', '159516', '159206', '512480', '159363', '159870', '512400', '159755', '588170', '159992', '159995', '512890', '515220', '159566', '159819', '512800', '512690', '515050', '562500', '512170', '517520', '159869', '512070', '159611', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '560860', '515030', '159766', '159218', '159852', '159227', '159583', '588790', '159865', '512980', '159851', '561360', '561980', '562590', '512200', '159732', '159667', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '515170', '159638', '516520', '513360']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ,513090.SH,513120.SH,513180.SH,513330.SH,513750.SH,159892.SZ,513190.SH,159605.SZ,513630.SH,159323.SZ,510900.SH,513920.SH,513970.SH,511380.SH,512050.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,588220.SH,563300.SH,510760.SH,588200.SH,515880.SH,159981.SZ,512880.SH,513350.SH,159326.SZ,159516.SZ,159206.SZ,512480.SH,159363.SZ,159870.SZ,512400.SH,159755.SZ,588170.SH,159992.SZ,159995.SZ,512890.SH,515220.SH,159566.SZ,159819.SZ,512800.SH,512690.SH,515050.SH,562500.SH,512170.SH,517520.SH,159869.SZ,512070.SH,159611.SZ,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,560860.SH,515030.SH,159766.SZ,159218.SZ,159852.SZ,159227.SZ,159583.SZ,588790.SH,159865.SZ,512980.SH,159851.SZ,561360.SH,561980.SH,562590.SH,512200.SH,159732.SZ,159667.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,515170.SH,159638.SZ,516520.SH,513360.SH",516160.SZ:NA|516150.SZ:NA|159256.SZ:NA|561330.SH:1685227|516190.SH:2504559
2025-09-04,114,111,7524315.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529', '513090', '513120', '513180', '513330', '513750', '159892', '513190', '159605', '513630', '159323', '510900', '513920', '513970', '511380', '512050', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '588220', '563300', '510760', '588200', '515880', '159981', '512880', '513350', '159326', '159516', '159206', '512480', '159363', '159870', '512400', '159755', '588170', '159992', '159995', '512890', '515220', '159566', '159819', '512800', '512690', '515050', '562500', '512170', '517520', '159869', '512070', '159611', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '560860', '515030', '159766', '159218', '159852', '159227', '159583', '588790', '159865', '512980', '159851', '561360', '561980', '562590', '512200', '159732', '159667', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '159256', '561330', '515170', '159638', '516520', '513360']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ,513090.SH,513120.SH,513180.SH,513330.SH,513750.SH,159892.SZ,513190.SH,159605.SZ,513630.SH,159323.SZ,510900.SH,513920.SH,513970.SH,511380.SH,512050.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,588220.SH,563300.SH,510760.SH,588200.SH,515880.SH,159981.SZ,512880.SH,513350.SH,159326.SZ,159516.SZ,159206.SZ,512480.SH,159363.SZ,159870.SZ,512400.SH,159755.SZ,588170.SH,159992.SZ,159995.SZ,512890.SH,515220.SH,159566.SZ,159819.SZ,512800.SH,512690.SH,515050.SH,562500.SH,512170.SH,517520.SH,159869.SZ,512070.SH,159611.SZ,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,560860.SH,515030.SH,159766.SZ,159218.SZ,159852.SZ,159227.SZ,159583.SZ,588790.SH,159865.SZ,512980.SH,159851.SZ,561360.SH,561980.SH,562590.SH,512200.SH,159732.SZ,159667.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,159256.SZ,561330.SH,515170.SH,159638.SZ,516520.SH,513360.SH",516160.SZ:NA|516150.SZ:NA|516190.SH:2805748
2025-09-09,114,111,7323927.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529', '513090', '513120', '513180', '513330', '513750', '159892', '513190', '159605', '513630', '159323', '510900', '513920', '513970', '511380', '512050', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '588220', '563300', '510760', '588200', '515880', '159981', '512880', '513350', '159326', '159516', '159206', '512480', '159363', '159870', '512400', '159755', '588170', '159992', '159995', '512890', '515220', '159566', '159819', '512800', '512690', '515050', '562500', '512170', '517520', '159869', '512070', '159611', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '560860', '515030', '159766', '159218', '159852', '159227', '159583', '588790', '159865', '512980', '159851', '561360', '561980', '562590', '512200', '159732', '159667', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '159256', '561330', '515170', '159638', '516520', '513360']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ,513090.SH,513120.SH,513180.SH,513330.SH,513750.SH,159892.SZ,513190.SH,159605.SZ,513630.SH,159323.SZ,510900.SH,513920.SH,513970.SH,511380.SH,512050.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,588220.SH,563300.SH,510760.SH,588200.SH,515880.SH,159981.SZ,512880.SH,513350.SH,159326.SZ,159516.SZ,159206.SZ,512480.SH,159363.SZ,159870.SZ,512400.SH,159755.SZ,588170.SH,159992.SZ,159995.SZ,512890.SH,515220.SH,159566.SZ,159819.SZ,512800.SH,512690.SH,515050.SH,562500.SH,512170.SH,517520.SH,159869.SZ,512070.SH,159611.SZ,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,560860.SH,515030.SH,159766.SZ,159218.SZ,159852.SZ,159227.SZ,159583.SZ,588790.SH,159865.SZ,512980.SH,159851.SZ,561360.SH,561980.SH,562590.SH,512200.SH,159732.SZ,159667.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,159256.SZ,561330.SH,515170.SH,159638.SZ,516520.SH,513360.SH",516160.SZ:NA|516150.SZ:NA|516190.SH:4151028
2025-11-14,114,112,5010614.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529', '513090', '513120', '513180', '513330', '513750', '159892', '513190', '159605', '513630', '159323', '510900', '513920', '513970', '511380', '512050', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '588220', '563300', '510760', '588200', '515880', '159981', '512880', '513350', '159326', '159516', '159206', '512480', '159363', '159870', '512400', '159755', '588170', '159992', '159995', '512890', '515220', '159566', '159819', '512800', '512690', '515050', '562500', '512170', '517520', '159869', '512070', '159611', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '560860', '515030', '159766', '159218', '159852', '159227', '159583', '588790', '159865', '512980', '159851', '561360', '561980', '562590', '512200', '159732', '159667', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '159256', '561330', '515170', '159638', '516520', '513360', '516190']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ,513090.SH,513120.SH,513180.SH,513330.SH,513750.SH,159892.SZ,513190.SH,159605.SZ,513630.SH,159323.SZ,510900.SH,513920.SH,513970.SH,511380.SH,512050.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,588220.SH,563300.SH,510760.SH,588200.SH,515880.SH,159981.SZ,512880.SH,513350.SH,159326.SZ,159516.SZ,159206.SZ,512480.SH,159363.SZ,159870.SZ,512400.SH,159755.SZ,588170.SH,159992.SZ,159995.SZ,512890.SH,515220.SH,159566.SZ,159819.SZ,512800.SH,512690.SH,515050.SH,562500.SH,512170.SH,517520.SH,159869.SZ,512070.SH,159611.SZ,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,560860.SH,515030.SH,159766.SZ,159218.SZ,159852.SZ,159227.SZ,159583.SZ,588790.SH,159865.SZ,512980.SH,159851.SZ,561360.SH,561980.SH,562590.SH,512200.SH,159732.SZ,159667.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,159256.SZ,561330.SH,515170.SH,159638.SZ,516520.SH,513360.SH,516190.SH",516160.SZ:NA|516150.SZ:NA
2026-07-02,114,112,7668418.0,"['518880', '501018', '161226', '159985', '159980', '513310', '159518', '159509', '513100', '513520', '513500', '159502', '513400', '513030', '513290', '520830', '159529', '513090', '513120', '513180', '513330', '513750', '159892', '513190', '159605', '513630', '159323', '510900', '513920', '513970', '511380', '512050', '510500', '159915', '510300', '512100', '159949', '588080', '159967', '588220', '563300', '510760', '588200', '515880', '159981', '512880', '513350', '159326', '159516', '159206', '512480', '159363', '159870', '512400', '159755', '588170', '159992', '159995', '512890', '515220', '159566', '159819', '512800', '512690', '515050', '562500', '512170', '517520', '159869', '512070', '159611', '562800', '515120', '512010', '510880', '515790', '515980', '512660', '159928', '512710', '560860', '515030', '159766', '159218', '159852', '159227', '159583', '588790', '159865', '512980', '159851', '561360', '561980', '562590', '512200', '159732', '159667', '516510', '159840', '159998', '159825', '512670', '159883', '515210', '515400', '159256', '561330', '515170', '159638', '516520', '513360', '516190']","518880.SH,501018.SH,161226.SZ,159985.SZ,159980.SZ,513310.SH,159518.SZ,159509.SZ,513100.SH,513520.SH,513500.SH,159502.SZ,513400.SH,513030.SH,513290.SH,520830.SH,159529.SZ,513090.SH,513120.SH,513180.SH,513330.SH,513750.SH,159892.SZ,513190.SH,159605.SZ,513630.SH,159323.SZ,510900.SH,513920.SH,513970.SH,511380.SH,512050.SH,510500.SH,159915.SZ,510300.SH,512100.SH,159949.SZ,588080.SH,159967.SZ,588220.SH,563300.SH,510760.SH,588200.SH,515880.SH,159981.SZ,512880.SH,513350.SH,159326.SZ,159516.SZ,159206.SZ,512480.SH,159363.SZ,159870.SZ,512400.SH,159755.SZ,588170.SH,159992.SZ,159995.SZ,512890.SH,515220.SH,159566.SZ,159819.SZ,512800.SH,512690.SH,515050.SH,562500.SH,512170.SH,517520.SH,159869.SZ,512070.SH,159611.SZ,562800.SH,515120.SH,512010.SH,510880.SH,515790.SH,515980.SH,512660.SH,159928.SZ,512710.SH,560860.SH,515030.SH,159766.SZ,159218.SZ,159852.SZ,159227.SZ,159583.SZ,588790.SH,159865.SZ,512980.SH,159851.SZ,561360.SH,561980.SH,562590.SH,512200.SH,159732.SZ,159667.SZ,516510.SH,159840.SZ,159998.SZ,159825.SZ,512670.SH,159883.SZ,515210.SH,515400.SH,159256.SZ,561330.SH,515170.SH,159638.SZ,516520.SH,513360.SH,516190.SH",516160.SZ:NA|516150.SZ:NA
