date,symbol,name,amount,price
2023-04-21,161226,国投白银LOF,6504100,0.754
2023-04-24,513030,德国ETF,4061500,1.196
2023-05-04,161226,国投白银LOF,6302400,0.773
2023-05-05,513520,日经ETF,4321000,1.136
2023-05-08,161226,国投白银LOF,6357000,0.772
2023-05-11,513520,日经ETF,4265100,1.137
2023-05-12,513100,纳指ETF,5208300,0.948
2023-05-16,513520,日经ETF,4222800,1.169
2023-05-17,513100,纳指ETF,5264100,0.955
2023-05-19,511880,银华日利,51800,100.785
2023-05-22,513100,纳指ETF,5309800,0.984
2023-06-08,513500,标普500,3820500,1.434
2023-06-09,513100,纳指ETF,5259400,1.048
2023-06-13,515880,通信ETF,4788400,1.186
2023-06-15,516510,云计算,4714600,1.249
2023-06-19,515400,大数据,5645500,1.113
2023-06-20,515980,人工智能,5669200,1.138
2023-06-21,159852,软件ETF嘉实,5740000,1.102
2023-06-26,516520,智能驾驶,6201800,0.967
2023-06-27,159985,豆粕ETF华夏,3114900,1.899
2023-06-28,513500,标普500,3966700,1.487
2023-06-29,159985,豆粕ETF华夏,3152900,1.883
2023-07-04,515880,通信ETF,4821200,1.309
2023-07-06,159985,豆粕ETF华夏,3086400,2.01
2023-08-02,512880,证券ETF,6566100,1.017
2023-08-04,159768,房地产ETF银华,8492400,0.831
2023-08-07,515630,保险证券,5746200,1.188
2023-08-08,513090,香港证券,5546000,1.241
2023-08-10,159985,豆粕ETF华夏,3110700,2.18
2023-08-11,501018,南方原油,5374900,1.273
2023-08-17,511880,银华日利,66500,101.208
2023-08-22,159985,豆粕ETF华夏,2948300,2.286
2023-08-23,511880,银华日利,66900,101.228
2023-08-25,159985,豆粕ETF华夏,2907000,2.332
2023-09-08,501018,南方原油,5047100,1.336
2023-09-11,159985,豆粕ETF华夏,2874200,2.352
2023-09-12,501018,南方原油,4969200,1.348
2023-09-20,518880,黄金ETF,1471400,4.59
2023-09-22,501018,南方原油,4878900,1.372
2023-09-26,518880,黄金ETF,1449200,4.581
2023-09-27,511880,银华日利,65200,101.349
2023-09-28,501018,南方原油,4700200,1.407
2023-10-09,511880,银华日利,61200,101.449
2023-10-13,515120,创新药,9543200,0.651
2023-10-16,511880,银华日利,60600,101.491
2023-10-31,561980,芯片设备,5807300,1.06
2023-11-02,513120,HK创新药,6849300,0.885
2023-11-16,159892,恒生医药ETF华夏,9884000,0.609
2023-11-17,513310,中韩芯片,4857500,1.243
2023-11-22,159509,纳指科技ETF景顺,5740400,1.033
2023-11-27,513030,德国ETF,4805400,1.223
2023-12-06,513520,日经ETF,4835300,1.247
2023-12-07,513030,德国ETF,4791700,1.25
2023-12-18,513290,纳指生物,5533500,1.103
2023-12-21,513520,日经ETF,4543000,1.314
2023-12-22,513290,纳指生物,5453800,1.086
2023-12-27,513100,纳指ETF,5090400,1.219
2023-12-28,513520,日经ETF,4692000,1.319
2023-12-29,513290,纳指生物,5415900,1.139
2024-01-09,159509,纳指科技ETF景顺,5972900,1.077
2024-01-10,513290,纳指生物,5486700,1.182
2024-01-15,513520,日经ETF,4278800,1.5
2024-01-16,518880,黄金ETF,1507700,4.673
2024-01-17,513500,标普500,4334200,1.618
2024-01-18,159509,纳指科技ETF景顺,6287000,1.109
2024-01-19,513520,日经ETF,4975500,1.444
2024-01-24,513100,纳指ETF,6472800,1.285
2024-01-25,159509,纳指科技ETF景顺,6952500,1.184
2024-02-01,501018,南方原油,6565800,1.227
2024-02-02,159509,纳指科技ETF景顺,6619800,1.187
2024-02-06,513100,纳指ETF,6295500,1.291
2024-02-07,159509,纳指科技ETF景顺,6635600,1.217
2024-02-08,512800,银行ETF,7454700,1.116
2024-02-19,159509,纳指科技ETF景顺,6740000,1.254
2024-03-04,512720,计算机,10118700,0.951
2024-03-05,159967,创业板成长ETF华夏,22650100,0.427
2024-03-06,588100,科创信息,9784500,0.979
2024-03-11,513310,中韩芯片,7571800,1.239
2024-03-12,159949,创业板50ETF华安,11757300,0.81
2024-03-14,515000,科技ETF,8271600,1.144
2024-03-15,159997,电子ETF天弘,10775700,0.868
2024-03-19,159998,计算机ETF天弘,12328300,0.79
2024-03-20,515980,人工智能,11460900,0.855
2024-03-21,561330,矿业ETF,10111900,0.97
2024-03-25,513310,中韩芯片,7553200,1.268
2024-03-26,161226,国投白银LOF,12062100,0.802
2024-03-27,159518,标普油气ETF嘉实,9191100,1.051
2024-04-03,561330,矿业ETF,9987600,1.036
2024-04-08,159518,标普油气ETF嘉实,9452000,1.129
2024-04-11,161226,国投白银LOF,11757100,0.893
2024-04-16,518880,黄金ETF,1973000,5.493
2024-04-19,511880,银华日利,106900,100.648
2024-04-22,159980,有色ETF大成,6130800,1.755
2024-05-08,513330,恒生互联,27309100,0.391
2024-05-09,159691,港股红利ETF工银,9202400,1.169
2024-05-10,513330,恒生互联,27741600,0.395
2024-05-13,159691,港股红利ETF工银,9199400,1.209
2024-05-14,513260,恒科技,10506600,1.054
2024-05-15,510900,恒生中国,12923800,0.851
2024-05-16,159985,豆粕ETF华夏,4848900,2.305
2024-05-20,513920,央企40,9116600,1.23
2024-05-23,159691,港股红利ETF工银,9199200,1.187
2024-05-24,159985,豆粕ETF华夏,4647800,2.339
2024-05-27,513100,纳指ETF,7852000,1.373
2024-05-28,161226,国投白银LOF,10572000,1.024
2024-05-29,159509,纳指科技ETF景顺,7369500,1.473
2024-05-30,511880,银华日利,105800,100.809
2024-06-03,159509,纳指科技ETF景顺,7237100,1.474
2024-06-13,513100,纳指ETF,8401400,1.434
2024-06-17,513310,中韩芯片,8809600,1.373
2024-06-20,513100,纳指ETF,8388700,1.471
2024-06-21,513310,中韩芯片,8902400,1.367
2024-06-24,513100,纳指ETF,8389000,1.444
2024-06-25,513500,标普500,6289400,1.907
2024-06-26,513100,纳指ETF,8324900,1.451
2024-06-28,159509,纳指科技ETF景顺,7178800,1.709
2024-07-03,513100,纳指ETF,8037400,1.502
2024-07-10,513520,日经ETF,7908200,1.574
2024-07-12,513000,225ETF,8186900,1.467
2024-07-17,513520,日经ETF,7976300,1.528
2024-07-22,513290,纳指生物,9038400,1.282
2024-07-24,511880,银华日利,115400,101.024
2024-07-26,159502,标普生物科技ETF嘉实,10555600,1.105
2024-07-30,513520,日经ETF,7801000,1.48
2024-07-31,513400,道琼斯,10718900,1.082
2024-08-01,159502,标普生物科技ETF嘉实,10795800,1.085
2024-08-02,518880,黄金ETF,2101300,5.496
2024-08-05,511880,银华日利,112300,101.068
2024-08-21,518880,黄金ETF,2052900,5.533
2024-08-28,513520,日经ETF,7626100,1.49
2024-08-29,518880,黄金ETF,2042600,5.543
2024-08-30,513500,标普500,5702600,1.974
2024-09-02,513000,225ETF,7865600,1.449
2024-09-03,513030,德国ETF,8008100,1.419
2024-09-04,511880,银华日利,109900,101.181
2024-09-05,159529,标普消费ETF景顺,9989800,1.113
2024-09-12,518880,黄金ETF,2017000,5.529
2024-09-13,159529,标普消费ETF景顺,9955400,1.138
2024-09-18,159985,豆粕ETF华夏,5720700,1.98
2024-09-20,159529,标普消费ETF景顺,9733300,1.14
2024-09-24,159985,豆粕ETF华夏,5696900,1.961
2024-09-25,513120,HK创新药,16051700,0.693
2024-09-26,159851,金融科技ETF华宝,12975700,0.867
2024-10-10,159980,有色ETF大成,9673200,1.71
2024-10-14,512040,国信价值,17388100,0.955
2024-10-15,517180,中国国企,10619000,1.552
2024-10-16,515220,煤炭ETF,13654000,1.199
2024-10-17,518880,黄金ETF,2776100,5.896
2024-10-22,513970,恒生消费,19760200,0.846
2024-10-23,159928,消费ETF汇添富,20249000,0.842
2024-10-24,159883,医疗器械ETF永赢,32700400,0.512
2024-10-25,588700,科创生物,18980000,0.894
2024-10-28,513180,恒指科技,27696700,0.618
2024-10-29,512170,医疗ETF,49828300,0.349
2024-10-30,562500,机器人,23726300,0.716
2024-10-31,518880,黄金ETF,2776100,6.118
2024-11-04,159502,标普生物科技ETF嘉实,15881800,1.05
2024-11-05,159997,电子ETF天弘,14640000,1.141
2024-11-06,159516,半导体设备ETF国泰,14923100,1.126
2024-11-07,561980,芯片设备,12383300,1.341
2024-11-08,512480,半导体,16492400,1.063
2024-11-11,159998,计算机ETF天弘,18513000,0.994
2024-11-12,516510,云计算,14653800,1.253
2024-11-13,512880,证券ETF,14536000,1.276
2024-11-14,512200,地产ETF,11151900,1.672
2024-11-15,159529,标普消费ETF景顺,14685400,1.233
2024-11-25,513100,纳指ETF,12490700,1.534
2024-11-27,159518,标普油气ETF嘉实,18738400,1.027
2024-12-04,513500,标普500,8640200,2.216
2024-12-10,159529,标普消费ETF景顺,13750400,1.384
2024-12-17,520830,沙特ETF,19716300,1.025
2024-12-19,501018,南方原油,16431400,1.217
2024-12-20,511880,银华日利,196300,101.576
2024-12-23,513100,纳指ETF,12163900,1.639
2024-12-25,159529,标普消费ETF景顺,12906500,1.567
2024-12-30,159546,集成电路ETF国泰,15564100,1.334
2024-12-31,515050,5GETF,17561800,1.151
2025-01-02,513520,日经ETF,13412700,1.457
2025-01-03,159509,纳指科技ETF景顺,12405100,1.628
2025-01-09,501018,南方原油,15979800,1.269
2025-01-13,159518,标普油气ETF嘉实,19335100,1.109
2025-01-14,518880,黄金ETF,3629400,6.072
2025-01-15,159518,标普油气ETF嘉实,19809600,1.115
2025-01-17,520830,沙特ETF,20004400,1.197
2025-01-21,513030,德国ETF,13932200,1.704
2025-01-24,513080,法国ETF,14247300,1.797
2025-01-27,159985,豆粕ETF华夏,12644100,1.896
2025-02-07,513080,法国ETF,14946300,1.662
2025-02-10,513030,德国ETF,14998100,1.636
2025-02-11,562500,机器人,26925300,0.91
2025-02-12,159998,计算机ETF天弘,24502000,1.002
2025-02-13,159851,金融科技ETF华宝,15496500,1.565
2025-02-14,159735,港股消费ETF银华,31341300,0.787
2025-02-17,510900,恒生中国,23116500,1.079
2025-02-18,513660,恒生通,9047700,2.838
2025-02-19,513060,恒生医疗,58243300,0.44
2025-02-20,159939,信息技术ETF广发,37368800,0.695
2025-02-21,512170,医疗ETF,74206900,0.362
2025-02-24,159939,信息技术ETF广发,36786000,0.718
2025-02-25,512170,医疗ETF,75751500,0.352
2025-02-26,159939,信息技术ETF广发,36765200,0.721
2025-02-27,588220,科创100F,24799100,1.042
2025-02-28,561980,芯片设备,18222600,1.396
2025-03-03,159985,豆粕ETF华夏,12305400,2.018
2025-03-04,511880,银华日利,247900,100.278
2025-03-05,518880,黄金ETF,3805700,6.532
2025-03-07,513060,恒生医疗,53286100,0.465
2025-03-10,520500,恒生新药,20364600,1.172
2025-03-13,560280,工程机械,17379500,1.366
2025-03-14,513030,德国ETF,13916800,1.733
2025-03-17,159323,港股通汽车ETF华夏,18884900,1.296
2025-03-21,517520,黄金股,18573800,1.29
2025-03-24,513030,德国ETF,13201500,1.816
2025-03-25,159980,有色ETF大成,13395200,1.747
2025-03-26,513030,德国ETF,13086700,1.795
2025-03-27,159980,有色ETF大成,13128700,1.759
2025-03-28,511880,银华日利,227600,100.365
2025-04-01,518880,黄金ETF,3225300,7.084
2025-04-07,511880,银华日利,222000,100.397
2025-04-10,518880,黄金ETF,3112800,7.16
2025-04-17,511880,银华日利,235200,100.436
2025-04-18,518880,黄金ETF,3117200,7.579
2025-04-22,511880,银华日利,248000,100.445
2025-04-23,159865,养殖ETF国泰,42425700,0.587
2025-04-24,511880,银华日利,250400,100.451
2025-04-28,518880,黄金ETF,3350100,7.506
2025-05-08,513030,德国ETF,13872100,1.85
2025-05-09,513730,东南亚,21652800,1.201
2025-05-12,513030,德国ETF,13849100,1.893
2025-05-16,513750,港股非银,19807700,1.303
2025-05-20,513730,东南亚,21257600,1.226
2025-05-22,159822,新经济ETF银华,36477300,0.705
2025-05-23,159509,纳指科技ETF景顺,17179500,1.503
2025-05-26,159529,标普消费ETF景顺,16091800,1.6
2025-05-27,513030,德国ETF,13606800,1.88
2025-05-28,159529,标普消费ETF景顺,16049800,1.602
2025-05-30,159509,纳指科技ETF景顺,16473800,1.54
2025-06-05,513120,HK创新药,24261700,1.057
2025-06-09,520500,恒生新药,17624300,1.547
2025-06-10,515120,创新药,46083200,0.616
2025-06-16,161226,国投白银LOF,27391600,1.021
2025-06-18,501018,南方原油,21867300,1.315
2025-06-19,159518,标普油气ETF嘉实,31490200,0.947
2025-06-24,513310,中韩芯片,17307400,1.639
2025-06-25,513120,HK创新药,24671100,1.165
2025-06-27,159851,金融科技ETF华宝,16419500,1.678
2025-06-30,513090,香港证券,14953100,1.84
2025-07-02,516100,科技金融,20735000,1.318
2025-07-04,513090,香港证券,14770300,1.899
2025-07-08,159851,金融科技ETF华宝,16988700,1.682
2025-07-11,515050,5GETF,24698300,1.209
2025-07-14,515880,通信ETF,20247600,1.483
2025-07-15,159851,金融科技ETF华宝,37760800,0.839
2025-07-17,515050,5GETF,24341300,1.323
2025-07-18,159363,创业板人工智能ETF华宝,26997600,1.198
2025-07-21,159583,通信ETF富国,22748600,1.393
2025-07-22,516150,稀土基金,23447300,1.36
2025-07-23,513060,恒生医疗,50042400,0.646
2025-07-24,515790,光伏ETF,43428200,0.75
2025-07-25,560860,工业有色,31374800,1.031
2025-07-28,159745,建材ETF国泰,50638600,0.643
2025-07-30,159859,生物医药ETF天弘,74962500,0.439
2025-08-01,159509,纳指科技ETF景顺,17876500,1.786
2025-08-04,511880,银华日利,310700,100.778
2025-08-05,159509,纳指科技ETF景顺,17407500,1.798
2025-08-07,159583,通信ETF富国,21320000,1.48
2025-08-12,520500,恒生新药,16886900,1.93
2025-08-13,588760,AI科创,53957000,0.623
2025-08-14,159583,通信ETF富国,20838300,1.618
2025-08-18,159363,创业板人工智能ETF华宝,49845100,0.716
2025-08-19,588760,AI科创,54759100,0.668
2025-08-21,588200,科创芯片,20263000,1.867
2025-08-22,588220,科创100F,32369500,1.258
2025-08-26,159915,创业板ETF易方达,15239400,2.731
2025-08-27,159667,工业母机ETF国泰,29766200,1.423
2025-08-28,516520,智能驾驶,32495600,1.262
2025-09-01,513310,中韩芯片,21473200,1.94
2025-09-02,515790,光伏ETF,50416700,0.821
2025-09-04,515030,新汽车,28937900,1.505
2025-09-05,161226,国投白银LOF,40022500,1.127
2025-09-08,516520,智能驾驶,35424200,1.264
2025-09-09,516150,稀土基金,26420100,1.691
2025-09-10,513310,中韩芯片,22654800,1.953
2025-09-11,161226,国投白银LOF,40931700,1.125
2025-09-12,515000,科技ETF,49074400,0.964
2025-09-16,159819,人工智能ETF易方达,32130800,1.469
2025-09-17,159363,创业板人工智能ETF华宝,54581700,0.864
2025-09-18,515790,光伏ETF,52660300,0.914
2025-09-19,515260,电子ETF,70911100,0.666
2025-09-22,515880,通信ETF,17815500,2.714
2025-09-23,517520,黄金股,25210600,1.873
2025-09-24,561100,电子龙头,34404500,1.381
2025-09-25,159732,消费电子ETF华夏,40464500,1.202
2025-09-29,588890,科创芯,16998000,2.768
2025-09-30,588990,科芯片,18451400,2.66
2025-10-09,159949,创业板50ETF华安,33610300,1.561
2025-10-10,513330,恒生互联,82974100,0.601
2025-10-13,161226,国投白银LOF,36019200,1.322
2025-10-14,159509,纳指科技ETF景顺,25561100,2.064
2025-10-15,518880,黄金ETF,5801400,9.145
2025-10-17,159502,标普生物科技ETF嘉实,48851200,1.137
2025-10-22,513310,中韩芯片,23725300,2.388
2025-10-23,159509,纳指科技ETF景顺,25682800,2.188
2025-10-24,159502,标普生物科技ETF嘉实,50564400,1.136
2025-11-03,159509,纳指科技ETF景顺,26680900,2.287
2025-11-05,511880,银华日利,582300,101.044
2025-11-06,159509,纳指科技ETF景顺,25893400,2.272
2025-11-07,513000,225ETF,30649800,1.892
2025-11-10,513310,中韩芯片,22100000,2.69
2025-11-12,513290,纳指生物,40226800,1.477
2025-11-14,516160,新能源,19161000,3.096
2025-11-17,513290,纳指生物,39253600,1.489
2025-11-19,159518,标普油气ETF嘉实,64655100,0.936
2025-11-21,159502,标普生物科技ETF嘉实,48656400,1.201
2025-11-24,513290,纳指生物,39919500,1.505
2025-12-02,161226,国投白银LOF,38340700,1.626
2025-12-03,159502,标普生物科技ETF嘉实,50278400,1.274
2025-12-11,159583,通信ETF富国,52920500,1.251
2025-12-12,159502,标普生物科技ETF嘉实,49316000,1.325
2025-12-15,159206,卫星ETF永赢,47105300,1.389
2025-12-16,518880,黄金ETF,6934500,9.25
2025-12-18,515880,通信ETF,21931000,2.947
2025-12-19,159980,有色ETF大成,34054600,1.911
2025-12-23,515880,通信ETF,21422400,3.077
2025-12-24,159363,创业板人工智能ETF华宝,67522700,0.983
2025-12-26,563320,通用航空,62824600,1.052
2025-12-31,159227,航空航天ETF华夏,50477500,1.354
2026-01-05,512670,国防ETF,75783000,0.927
2026-01-06,159583,通信ETF富国,53523600,1.325
2026-01-08,561330,矿业ETF,35309100,2.046
2026-01-09,561980,芯片设备,31935000,2.317
2026-01-12,159870,化工ETF鹏华,89460500,0.848
2026-01-16,562500,机器人,69836700,1.104
2026-01-19,159870,化工ETF鹏华,88205500,0.885
2026-01-20,588080,科创板50,51967900,1.512
2026-01-21,501018,南方原油,69948200,1.161
2026-01-22,518880,黄金ETF,7964100,10.273
2026-01-23,159980,有色ETF大成,39422600,2.142
2026-01-26,562500,机器人,77120500,1.107
2026-01-27,159731,石化ETF华夏,82547700,1.02
2026-01-28,516190,文娱ETF,61581200,1.43
2026-01-29,159995,芯片ETF华夏,44163800,2.01
2026-01-30,588760,AI科创,101763800,0.873
2026-02-02,159985,豆粕ETF华夏,43465100,1.985
2026-02-03,520830,沙特ETF,90767400,0.947
2026-02-04,513520,日经ETF,45064300,1.901
2026-02-05,159518,标普油气ETF嘉实,85495300,0.986
2026-02-10,513310,中韩芯片,24765000,3.493
2026-02-26,513350,油气ETF,91114100,1.14
2026-03-04,518880,黄金ETF,12116000,11.0
2026-03-06,511880,银华日利,1317300,100.248
2026-03-10,159985,豆粕ETF华夏,59040000,2.236
2026-03-12,159611,电力ETF广发,114141400,1.191
2026-03-16,515220,煤炭ETF,101370000,1.298
2026-03-18,159985,豆粕ETF华夏,56048200,2.235
2026-03-19,159518,标普油气ETF嘉实,103062400,1.225
2026-03-20,159985,豆粕ETF华夏,61367600,2.25
2026-03-25,511880,银华日利,1347800,100.284
2026-03-31,520830,沙特ETF,146268400,0.924
2026-04-01,511880,银华日利,1357900,100.309
2026-04-02,512800,银行ETF,169388700,0.804
2026-04-03,520830,沙特ETF,145447900,0.928
2026-04-08,159502,标普生物科技ETF嘉实,101127500,1.335
2026-04-09,589720,科创新药,144140800,0.921
2026-04-15,515880,通信ETF,111195800,1.239
2026-04-17,159967,创业板成长ETF华夏,186527100,0.779
2026-04-20,159363,创业板人工智能ETF华宝,113503200,1.298
2026-04-21,520870,巴西ETF,110512200,1.3
2026-04-23,515000,科技ETF,123852300,1.15
2026-04-27,589800,科创综合,93056600,1.518
2026-04-29,513100,纳指ETF,71725100,1.954
2026-04-30,589800,科创综合,90923100,1.549
2026-05-07,159949,创业板50ETF华安,81551300,1.832
2026-05-13,159915,创业板ETF易方达,39125500,3.997
2026-05-15,513100,纳指ETF,73276000,2.106
2026-05-19,511880,银华日利,1490700,100.449
2026-05-21,159509,纳指科技ETF景顺,57542700,2.602
2026-05-26,515070,AI智能,59996700,2.567
2026-05-28,159141,科创创业人工智能ETF永赢,109501200,1.381
2026-05-29,159131,港股通信息技术ETF华宝,137457600,1.1
2026-06-01,513100,纳指ETF,63871000,2.369
2026-06-04,588710,科半导体,55022800,2.602
2026-06-05,515000,科技ETF,99278100,1.413
2026-06-08,511880,银华日利,1321200,100.513
2026-06-09,513520,日经ETF,56618700,2.345
2026-06-10,511880,银华日利,1273800,100.517
2026-06-15,513520,日经ETF,52892900,2.42
2026-06-23,588710,科半导体,39681900,3.289
2026-06-24,515000,科技ETF,87223000,1.582
2026-06-25,588220,科创100F,68908100,2.097
2026-06-29,513310,中韩芯片,22029000,6.43
2026-06-30,513520,日经ETF,59194100,2.545
2026-07-01,159663,机床ETF华夏,55090000,2.69
2026-07-02,159667,工业母机ETF国泰,164378500,0.9
2026-07-03,513290,纳指生物,85869200,1.734
