date,dt_ths,code,mode_ths,steps_ths,final_value_ths,actual_value_ths,gap_pct_ths,dt_jq,mode_jq,steps_jq,final_value_jq,actual_value_jq,gap_pct_jq,_merge
2022-12-21,2022-12-21 14:44:00,161226,force,5.0,3124615.2,3123810.0,0.0003,2022-12-21 14:44:00,force,5.0,3852662.4,3851857.2,0.0002,both
2022-12-27,2022-12-27 13:44:00,159985,trend,5.0,3141664.0,3140667.0,0.0003,2022-12-27 13:44:00,trend,5.0,3906694.4,3905884.5,0.0002,both
2022-12-28,2022-12-28 13:44:00,512690,trend,5.0,3101940.0,3101116.8,0.0003,2022-12-28 13:44:00,trend,5.0,3858102.0,3857307.2,0.0002,both
2022-12-29,2022-12-29 13:44:00,159985,trend,5.0,3067647.9,3066786.1,0.0003,2022-12-29 13:44:00,trend,5.0,3814126.7,3813226.9,0.0002,both
2023-01-04,2023-01-04 14:14:00,513360,trend,5.0,3062568.6,3061810.0,0.0002,2023-01-04 14:14:00,trend,5.0,3804528.0,3803718.5,0.0002,both
2023-01-10,2023-01-10 13:15:00,513120,trend,5.0,3230879.2,3230080.8,0.0002,2023-01-10 13:15:00,trend,5.0,4015412.0,4014523.0,0.0002,both
2023-01-16,2023-01-16 13:15:00,512010,trend,5.0,3522393.6,3521556.5,0.0002,2023-01-16 13:15:00,trend,5.0,4377437.0,4376518.3,0.0002,both
2023-01-18,2023-01-18 13:15:00,512010,trend,5.0,3418328.0,3417580.4,0.0002,2023-01-18 13:15:00,trend,5.0,4240431.7,4239474.4,0.0002,both
2023-01-31,2023-01-31 13:44:00,159851,trend,5.0,3370768.0,3369916.0,0.0003,2023-01-31 13:44:00,trend,5.0,4181362.7,4180437.0,0.0002,both
2023-02-01,2023-02-01 13:15:00,159852,trend,5.0,3416118.8,3415220.8,0.0003,2023-02-01 13:15:00,trend,5.0,4238005.1,4237151.6,0.0002,both
2023-02-02,2023-02-02 14:44:00,515400,force,5.0,3486054.0,3485161.9,0.0003,2023-02-02 14:44:00,force,5.0,4326121.8,4325193.3,0.0002,both
2023-02-14,2023-02-14 13:15:00,515980,trend,5.0,3627545.6,3626629.5,0.0003,2023-02-14 13:15:00,trend,5.0,4532057.6,4531116.5,0.0002,both
2023-02-15,2023-02-15 13:15:00,159869,trend,5.0,3720229.3,3719265.6,0.0003,2023-02-15 13:15:00,trend,5.0,4648329.9,4647312.0,0.0002,both
2023-02-16,2023-02-16 14:44:00,159819,force,5.0,3853615.5,3852649.5,0.0003,2023-02-16 14:44:00,force,5.0,4820340.0,4819293.5,0.0002,both
2023-02-17,2023-02-17 13:15:00,513030,trend,5.0,3747440.6,3746475.0,0.0003,2023-02-17 13:15:00,trend,5.0,4690353.0,4689337.5,0.0002,both
2023-02-22,2023-02-22 14:34:00,159869,trend,5.0,3730044.0,1521734.4,0.592,2023-02-22 14:34:00,trend,5.0,4670274.0,4669324.8,0.0002,both
2023-03-02,2023-03-02 13:15:00,515880,trend,5.0,3691017.9,3690048.9,0.0003,2023-03-02 13:15:00,trend,5.0,4534144.8,4533175.8,0.0002,both
2023-03-08,2023-03-08 14:34:00,501018,trend,5.0,3556490.0,3555570.0,0.0003,2023-03-08 14:34:00,trend,5.0,4362870.0,4361950.0,0.0002,both
2023-03-13,2023-03-13 14:34:00,518880,trend,5.0,3509563.8,3508297.8,0.0004,2023-03-13 14:34:00,trend,5.0,4310098.5,4309047.0,0.0002,both
2023-03-22,2023-03-22 14:34:00,588200,trend,5.0,3605882.5,3604935.0,0.0003,2023-03-22 14:34:00,trend,5.0,4430536.0,4429607.4,0.0002,both
2023-03-27,2023-03-27 13:15:00,159869,trend,5.0,3609305.8,3608355.0,0.0003,2023-03-27 13:15:00,trend,5.0,4436644.6,4435665.0,0.0002,both
2023-03-28,2023-03-28 13:15:00,588200,trend,5.0,3675198.0,3674300.0,0.0002,2023-03-28 13:15:00,trend,5.0,4506580.2,4505452.0,0.0003,both
2023-03-30,2023-03-30 13:15:00,516510,trend,5.0,3786927.5,3785906.0,0.0003,2023-03-30 13:15:00,trend,5.0,4645441.5,4644420.0,0.0002,both
2023-03-31,2023-03-31 13:15:00,159852,trend,5.0,3868413.8,3867389.1,0.0003,2023-03-31 13:15:00,trend,5.0,4744191.1,4743228.8,0.0002,both
2023-04-03,2023-04-03 13:15:00,159819,trend,5.0,4155322.0,4154283.0,0.0003,2023-04-03 13:15:00,trend,5.0,5096668.0,5095553.4,0.0002,both
2023-04-04,2023-04-04 13:15:00,512480,trend,5.0,4364338.0,4363278.0,0.0002,2023-04-04 13:15:00,trend,5.0,5360844.0,5359678.0,0.0002,both
2023-04-06,2023-04-06 13:15:00,159851,trend,5.0,4551901.8,4550720.6,0.0003,2023-04-06 13:15:00,trend,5.0,5588622.6,5587433.0,0.0002,both
2023-04-07,2023-04-07 13:15:00,513310,trend,5.0,4607561.0,4606371.0,0.0003,2023-04-07 13:15:00,trend,5.0,5658331.0,5657141.0,0.0002,both
2023-04-12,2023-04-12 13:15:00,588080,trend,5.0,4592248.7,4591006.8,0.0003,2023-04-12 13:15:00,trend,5.0,5639218.0,5638070.4,0.0002,both
2023-04-13,2023-04-13 14:34:00,515400,trend,5.0,4500762.0,4499568.2,0.0003,2023-04-13 14:34:00,trend,5.0,5528340.5,5527203.6,0.0002,both
2023-04-14,2023-04-14 14:34:00,161226,trend,5.0,4463737.4,4462612.0,0.0003,2023-04-14 14:34:00,trend,5.0,5481355.1,5480244.0,0.0002,both
2023-04-17,2023-04-17 14:44:00,513310,force,5.0,4369940.5,4368753.5,0.0003,2023-04-17 14:44:00,force,5.0,5369513.2,5368326.2,0.0002,both
2023-04-19,2023-04-19 13:15:00,512480,trend,5.0,4346547.5,4345472.5,0.0002,2023-04-19 13:15:00,trend,5.0,5341352.5,5340277.5,0.0002,both
2023-04-20,2023-04-20 13:15:00,512980,trend,5.0,4341280.2,4340199.0,0.0002,2023-04-20 13:15:00,trend,5.0,5330360.4,5329273.5,0.0002,both
2023-04-21,2023-04-21 14:14:00,161226,trend,5.0,4203133.2,4202117.4,0.0002,2023-04-21 14:14:00,trend,5.0,5167184.4,5166106.4,0.0002,both
2023-05-04,2023-05-04 13:44:00,161226,trend,5.0,4144790.8,4143743.8,0.0003,2023-05-04 13:44:00,trend,5.0,5101453.2,5100408.6,0.0002,both
2023-05-11,2023-05-11 13:15:00,513520,trend,5.0,4092326.4,3008923.2,0.2647,2023-05-11 13:15:00,trend,5.0,5038500.8,5037478.4,0.0002,both
2023-05-22,2023-05-22 13:15:00,513100,trend,5.0,4473067.2,4471900.0,0.0003,2023-05-22 13:15:00,trend,5.0,5767519.2,5766288.5,0.0002,both
2023-06-08,2023-06-08 14:44:00,513500,force,5.0,4680034.7,4678888.3,0.0002,2023-06-08 14:44:00,force,5.0,6043247.6,6041957.9,0.0002,both
2023-06-09,2023-06-09 13:15:00,513100,trend,5.0,4707312.0,4706055.6,0.0003,2023-06-09 13:15:00,trend,5.0,6083279.4,6082023.0,0.0002,both
2023-06-13,2023-06-13 13:44:00,515880,trend,5.0,4856551.4,4855304.8,0.0003,2023-06-13 13:44:00,trend,5.0,6279039.8,6277686.9,0.0002,both
2023-06-15,2023-06-15 13:44:00,516510,trend,5.0,5025657.7,5024276.0,0.0003,2023-06-15 13:44:00,trend,5.0,6511089.2,6509774.0,0.0002,both
2023-06-19,2023-06-19 13:15:00,515050,trend,5.0,5353345.5,5351987.2,0.0003,2023-06-19 13:15:00,trend,5.0,6928941.0,6927487.2,0.0002,both
2023-06-26,2023-06-26 14:44:00,516520,force,5.0,5072247.2,5071018.4,0.0002,2023-06-26 14:44:00,force,5.0,6472776.0,6471410.4,0.0002,both
2023-06-27,2023-06-27 13:15:00,159985,trend,5.0,5099600.0,1819833.6,0.6431,2023-06-27 13:15:00,trend,5.0,6504080.0,6502747.8,0.0002,both
2023-07-04,2023-07-04 14:14:00,515880,trend,5.0,5120659.7,5119250.4,0.0003,2023-07-04 14:14:00,trend,5.0,6849349.8,6847903.2,0.0002,both
2023-07-05,2023-07-05 13:44:00,159985,trend,5.0,5044995.7,5043772.8,0.0002,2023-07-05 13:44:00,trend,5.0,6756960.0,6755426.7,0.0002,both
2023-08-02,2023-08-02 13:44:00,512880,trend,5.0,5442340.0,5283567.5,0.0292,2023-08-02 13:44:00,trend,5.0,7331722.5,6685562.5,0.0881,both
2023-08-03,2023-08-03 13:15:00,512200,trend,5.0,5453628.0,5452382.3,0.0002,2023-08-03 13:15:00,trend,5.0,7329783.8,7328285.3,0.0002,both
2023-08-16,2023-08-16 13:15:00,159985,trend,5.0,5217192.9,4841155.0,0.0721,2023-08-16 13:15:00,trend,5.0,6916616.6,5391397.5,0.2205,both
2023-08-25,2023-08-25 13:15:00,159985,trend,5.0,5366398.4,5364999.2,0.0003,2023-08-25 13:15:00,trend,5.0,7064094.4,7062462.0,0.0002,both
2023-09-08,2023-09-08 13:44:00,501018,trend,5.0,5336384.8,5335031.1,0.0003,2023-09-08 13:44:00,trend,5.0,7025356.0,7023929.5,0.0002,both
2023-09-11,2023-09-11 13:15:00,159985,trend,5.0,5352211.2,1545782.5,0.7112,2023-09-11 13:15:00,trend,5.0,7047062.4,6151156.4,0.1271,both
2023-09-20,2023-09-20 14:44:00,518880,force,5.0,5408198.0,5406361.6,0.0003,2023-09-20 14:44:00,force,5.0,7009079.7,7007243.3,0.0003,both
2023-09-25,2023-09-25 13:15:00,518880,trend,5.0,5344150.9,3947098.0,0.2614,2023-09-25 13:15:00,trend,5.0,6909253.1,5527768.8,0.1999,both
2023-09-28,2023-09-28 13:44:00,501018,trend,5.0,5305907.2,5304462.3,0.0003,2023-09-28 13:44:00,trend,5.0,6865830.4,6864366.2,0.0002,both
2023-10-09,,511880,,,,,,2023-10-09 14:44:00,force,5.0,6452919.6,6442900.5,0.0016,right_only
2023-10-13,2023-10-13 14:14:00,515120,trend,5.0,4990045.2,4988843.2,0.0002,2023-10-13 14:14:00,trend,5.0,6457659.6,6456299.6,0.0002,both
2023-10-16,2023-10-16 14:44:00,511880,force,5.0,4942709.1,4922410.5,0.0041,2023-10-16 14:44:00,force,5.0,6394059.0,6383909.7,0.0016,both
2023-10-31,2023-10-31 13:15:00,561980,trend,5.0,4946961.6,4945713.8,0.0003,2023-10-31 13:15:00,trend,5.0,6400598.4,6399260.0,0.0002,both
2023-11-02,2023-11-02 14:44:00,513120,force,5.0,4842200.0,3329210.9,0.3125,2023-11-02 14:44:00,force,5.0,6282760.0,6281441.9,0.0002,both
2023-11-14,2023-11-14 13:44:00,159892,trend,5.0,4896322.5,4895115.0,0.0002,2023-11-14 13:44:00,trend,5.0,6352642.5,6351338.8,0.0002,both
2023-11-17,2023-11-17 13:15:00,513310,trend,5.0,4864665.6,4863404.0,0.0003,2023-11-17 13:15:00,trend,5.0,6326623.8,6325240.0,0.0002,both
2023-11-21,2023-11-21 14:44:00,159509,force,5.0,4852240.0,4850982.4,0.0003,2023-11-21 14:44:00,force,5.0,6315143.2,6313780.8,0.0002,both
2023-12-15,2023-12-15 13:15:00,513290,trend,5.0,4825966.5,4824703.8,0.0003,2023-12-15 13:15:00,trend,5.0,6459123.6,6457823.4,0.0002,both
2023-12-21,2023-12-21 14:44:00,513520,force,5.0,4703611.5,4702354.4,0.0003,2023-12-21 14:44:00,force,5.0,6294667.5,6293364.8,0.0002,both
2023-12-22,2023-12-22 14:44:00,513290,force,5.0,4709330.4,4708140.5,0.0003,2023-12-22 14:44:00,force,5.0,6303035.4,6301680.0,0.0002,both
2024-01-15,2024-01-15 13:15:00,513520,trend,5.0,5076813.2,5075464.1,0.0003,2024-01-15 13:15:00,trend,5.0,6797815.1,6796316.1,0.0002,both
2024-01-17,2024-01-17 14:44:00,513500,force,5.0,5123210.6,5121968.8,0.0002,2024-01-17 14:44:00,force,5.0,6865250.6,6863734.8,0.0002,both
2024-01-18,2024-01-18 13:44:00,159509,trend,5.0,5107111.8,5105796.2,0.0003,2024-01-18 13:44:00,trend,5.0,6848622.9,6847201.0,0.0002,both
2024-01-19,2024-01-19 14:34:00,513520,trend,5.0,5246390.0,5245450.4,0.0002,2024-01-19 14:34:00,trend,5.0,7044680.0,7043176.0,0.0002,both
2024-01-24,2024-01-24 14:44:00,159509,force,5.0,6027490.8,6000079.2,0.0045,2024-01-24 14:44:00,force,5.0,8092444.8,8062327.6,0.0037,both
2024-02-01,2024-02-01 14:44:00,501018,force,5.0,5909472.0,5907946.1,0.0003,2024-02-01 14:44:00,force,5.0,7940822.4,7939226.8,0.0002,both
2024-02-02,2024-02-02 13:44:00,159509,trend,5.0,5779491.2,5778064.4,0.0002,2024-02-02 13:44:00,trend,5.0,7760484.1,7758819.5,0.0002,both
2024-03-04,2024-03-04 14:44:00,159998,force,5.0,6933592.5,6931886.4,0.0002,2024-03-04 14:44:00,force,5.0,9311119.5,9309220.0,0.0002,both
2024-03-05,2024-03-05 14:44:00,159967,force,5.0,7009780.0,7008134.4,0.0002,2024-03-05 14:44:00,force,5.0,9416616.0,9409855.2,0.0007,both
2024-03-06,2024-03-06 13:15:00,159995,trend,5.0,7027642.1,7025927.2,0.0002,2024-03-06 13:15:00,trend,5.0,9410344.7,9408370.0,0.0002,both
2024-03-08,2024-03-08 13:15:00,159516,trend,5.0,6942266.1,6940584.0,0.0002,2024-03-08 13:15:00,trend,5.0,9294808.6,9292887.0,0.0002,both
2024-03-11,2024-03-11 13:15:00,513310,trend,5.0,6992484.0,6990748.0,0.0002,2024-03-11 13:15:00,trend,5.0,9371796.0,9369812.0,0.0002,both
2024-03-12,2024-03-12 13:15:00,159949,trend,5.0,7095091.8,7093392.9,0.0002,2024-03-12 13:15:00,trend,5.0,9505669.1,9503727.5,0.0002,both
2024-03-13,2024-03-13 13:15:00,512980,trend,5.0,7078994.8,7077314.0,0.0002,2024-03-13 13:15:00,trend,5.0,9482691.6,9480781.6,0.0002,both
2024-03-14,2024-03-14 14:34:00,159851,trend,5.0,6941913.3,6940156.6,0.0003,2024-03-14 14:34:00,trend,5.0,9302587.7,9300712.2,0.0002,both
2024-03-15,2024-03-15 14:14:00,159995,trend,5.0,6926935.6,4759007.4,0.313,2024-03-15 14:14:00,trend,5.0,9273690.4,9271760.4,0.0002,both
2024-03-18,2024-03-18 13:15:00,159516,trend,5.0,7095328.8,7093624.0,0.0002,2024-03-18 13:15:00,trend,5.0,9492094.5,9490186.0,0.0002,both
2024-03-19,2024-03-19 14:44:00,159998,force,5.0,7163997.0,7162267.8,0.0002,2024-03-19 14:44:00,force,5.0,9593758.8,9591793.8,0.0002,both
2024-03-20,2024-03-20 13:15:00,515980,trend,5.0,7267274.3,7265556.8,0.0002,2024-03-20 13:15:00,trend,5.0,9723350.6,9721335.2,0.0002,both
2024-03-22,2024-03-22 13:15:00,515880,trend,5.0,7201196.0,7170771.4,0.0042,2024-03-22 13:15:00,trend,5.0,9484537.2,9325596.8,0.0168,both
2024-03-25,2024-03-25 14:14:00,159518,trend,5.0,7230880.0,7229040.0,0.0003,2024-03-25 14:14:00,trend,5.0,9531413.9,9529485.0,0.0002,both
2024-04-02,2024-04-02 13:44:00,517520,trend,5.0,7621613.4,7619722.8,0.0002,2024-04-02 13:44:00,trend,5.0,10047428.2,10045298.4,0.0002,both
2024-04-03,2024-04-03 14:34:00,159518,trend,5.0,7806211.2,7804306.0,0.0002,2024-04-03 14:34:00,trend,5.0,10293564.0,10291414.8,0.0002,both
2024-04-11,2024-04-11 13:44:00,161226,trend,5.0,7703196.6,6155270.4,0.2009,2024-04-11 13:44:00,trend,5.0,10145551.6,10143408.4,0.0002,both
2024-04-16,2024-04-16 13:15:00,518880,trend,5.0,7893779.2,7891454.8,0.0003,2024-04-16 13:15:00,trend,5.0,10483101.4,10480932.8,0.0002,both
2024-04-22,2024-04-22 14:14:00,159980,trend,5.0,7748175.0,7746117.6,0.0003,2024-04-22 14:14:00,trend,5.0,10293078.4,10290897.6,0.0002,both
2024-04-24,2024-04-24 13:15:00,159980,trend,5.0,7517369.4,7515391.0,0.0003,2024-04-24 13:15:00,trend,5.0,9966326.5,9964228.2,0.0002,both
2024-05-08,2024-05-08 14:44:00,513330,force,5.0,7615509.8,7613721.9,0.0002,2024-05-08 14:44:00,force,5.0,10104515.0,10102480.2,0.0002,both
2024-05-14,2024-05-14 13:44:00,513180,trend,5.0,8033241.6,8031323.6,0.0002,2024-05-14 13:44:00,trend,5.0,10628624.4,10626487.2,0.0002,both
2024-05-15,2024-05-15 13:44:00,510900,trend,5.0,8030801.9,8028929.7,0.0002,2024-05-15 13:44:00,trend,5.0,10607119.3,10604906.7,0.0002,both
2024-05-16,2024-05-16 13:15:00,159985,trend,5.0,8165836.8,8163582.6,0.0003,2024-05-16 13:15:00,trend,5.0,10766592.0,10764382.2,0.0002,both
2024-05-20,2024-05-20 13:15:00,513920,trend,5.0,8198044.5,8195955.2,0.0003,2024-05-20 13:15:00,trend,5.0,10810161.1,10807948.9,0.0002,both
2024-05-21,2024-05-21 13:44:00,513630,trend,5.0,8125026.0,2561712.4,0.6847,2024-05-21 13:44:00,trend,5.0,10695349.6,10190637.6,0.0472,both
2024-05-24,2024-05-24 13:44:00,159985,trend,5.0,8045782.9,8043599.0,0.0003,2024-05-24 13:44:00,trend,5.0,10509685.4,10507383.0,0.0002,both
2024-05-27,2024-05-27 13:15:00,513100,trend,5.0,7965215.4,7963291.8,0.0002,2024-05-27 13:15:00,trend,5.0,10403790.6,10401592.2,0.0002,both
2024-05-28,2024-05-28 14:44:00,161226,force,5.0,7991739.6,7989740.0,0.0003,2024-05-28 14:44:00,force,5.0,10439535.6,10437363.2,0.0002,both
2024-05-29,2024-05-29 13:15:00,159509,trend,5.0,8093350.4,8091289.6,0.0003,2024-05-29 13:15:00,trend,5.0,10577350.4,10575142.4,0.0002,both
2024-05-30,2024-05-30 14:44:00,511880,force,5.0,7944064.4,7923901.8,0.0025,2024-05-30 14:44:00,force,5.0,10393820.3,10383739.0,0.001,both
2024-06-03,2024-06-03 14:44:00,159509,force,5.0,7950250.0,7948308.0,0.0002,2024-06-03 14:44:00,force,5.0,10392997.5,10390836.6,0.0002,both
2024-06-14,2024-06-14 14:34:00,513100,trend,5.0,8824329.6,8822209.6,0.0002,2024-06-14 14:34:00,trend,5.0,11536667.1,11534239.2,0.0002,both
2024-06-17,2024-06-17 13:44:00,513310,trend,5.0,8848697.4,8846518.8,0.0002,2024-06-17 13:44:00,trend,5.0,11571278.4,11568841.2,0.0002,both
2024-06-24,2024-06-24 13:15:00,513100,trend,5.0,8770138.5,8767971.0,0.0002,2024-06-24 13:15:00,trend,5.0,11478068.5,11475756.5,0.0002,both
2024-06-25,2024-06-25 14:44:00,513500,force,5.0,8676683.8,8674561.6,0.0002,2024-06-25 14:44:00,force,5.0,11358425.8,11355994.3,0.0002,both
2024-06-26,2024-06-26 14:44:00,513100,force,5.0,8739442.8,8737376.8,0.0002,2024-06-26 14:44:00,force,5.0,11441760.0,11439345.0,0.0002,both
2024-06-28,2024-06-28 14:14:00,159509,trend,5.0,8853436.8,8851211.2,0.0003,2024-06-28 14:14:00,trend,5.0,11595376.0,11592979.2,0.0002,both
2024-07-03,2024-07-03 14:44:00,513100,force,5.0,8691000.0,8688953.5,0.0002,2024-07-03 14:44:00,force,5.0,11385000.0,11382506.6,0.0002,both
2024-07-10,2024-07-10 13:15:00,513520,trend,5.0,8973965.0,8971695.2,0.0003,2024-07-10 13:15:00,trend,5.0,11758489.6,11756014.4,0.0002,both
2024-07-12,2024-07-12 14:14:00,513500,trend,5.0,8663530.5,8661302.0,0.0003,2024-07-12 14:14:00,trend,5.0,11361829.5,11359414.0,0.0002,both
2024-07-15,2024-07-15 14:34:00,513400,trend,5.0,8852220.0,8850056.6,0.0002,2024-07-15 14:34:00,trend,5.0,11608056.0,11605640.2,0.0002,both
2024-07-17,2024-07-17 14:44:00,513520,force,5.0,9345870.6,9343672.8,0.0002,2024-07-17 14:44:00,force,5.0,12256635.6,12254076.8,0.0002,both
2024-07-22,2024-07-22 13:15:00,513290,trend,5.0,9064484.1,9062201.6,0.0003,2024-07-22 13:15:00,trend,5.0,11882427.9,11880037.6,0.0002,both
2024-07-24,2024-07-24 14:44:00,511880,force,5.0,9122286.6,9102172.3,0.0022,2024-07-24 14:44:00,force,5.0,11950902.6,11940918.6,0.0008,both
2024-07-26,2024-07-26 13:44:00,159502,trend,5.0,9124934.0,9122718.0,0.0002,2024-07-26 13:44:00,trend,5.0,11953768.8,11951331.2,0.0002,both
2024-07-30,2024-07-30 13:15:00,513400,trend,5.0,9002294.8,9000126.8,0.0002,2024-07-30 13:15:00,trend,5.0,11800749.2,11798364.4,0.0002,both
2024-08-01,2024-08-01 13:44:00,159502,trend,5.0,9074181.6,9072009.6,0.0002,2024-08-01 13:44:00,trend,5.0,11896152.6,11893763.4,0.0002,both
2024-08-02,2024-08-02 14:34:00,518880,trend,5.0,8942950.8,8940225.2,0.0003,2024-08-02 14:34:00,trend,5.0,11727513.0,11724831.4,0.0002,both
2024-08-21,2024-08-21 14:34:00,518880,trend,5.0,8779236.9,8776468.0,0.0003,2024-08-21 14:34:00,trend,5.0,11517236.1,11514890.0,0.0002,both
2024-08-28,2024-08-28 13:44:00,513520,trend,5.0,8759830.4,8757741.6,0.0002,2024-08-28 13:44:00,trend,5.0,11494815.6,11492428.4,0.0002,both
2024-08-29,2024-08-29 14:44:00,513030,force,5.0,8716250.4,8714205.6,0.0002,2024-08-29 14:44:00,force,5.0,11444825.6,11442412.8,0.0002,both
2024-09-04,2024-09-04 14:44:00,511880,force,5.0,8529811.2,8509658.5,0.0024,2024-09-04 14:44:00,force,5.0,11201068.8,11191061.0,0.0009,both
2024-09-05,2024-09-05 13:15:00,159529,trend,5.0,8531152.8,8529030.3,0.0002,2024-09-05 13:15:00,trend,5.0,11207625.6,11205350.1,0.0002,both
